project_code,reporting_month,reporting_year,original_cost,revised_cost,expenditure,physical_progress,month_num,current_revised_cost,current_cost_escalation_amount,current_cost_escalation_percent,cumulative_expenditure,expenditure_ratio,project_age_days,planned_duration_days,schedule_slip_days,previous_expenditure,previous_revised_cost,previous_physical_progress,expenditure_delta,cost_revision_delta,physical_progress_delta,schedule_change_delta_days,time_delta_months,expenditure_velocity,cost_revision_velocity,physical_progress_velocity,schedule_slip_velocity,remaining_physical_progress,remaining_duration_days,cost_to_progress_ratio,expenditure_to_progress_ratio,previous_progress_velocity,progress_velocity_deceleration,time_target
NH-913 Frontier Highway in State of Arunachal Pradesh on EPC mode under,June,2026,275.5,275.5,0.0,54.11,6,275.5,0.0,0.0,0.0,0.0,516.0,730.0,0.0,0.0,275.5,49.83,0.0,0.0,4.280000000000001,0.0,1.0,0.0,0.0,4.280000000000001,0.0,45.89,214.0,0.0,0.0,0.6000000000000014,-3.6799999999999997,0.0
NH149 & at Km.84.000 to Km.86.100 of NH55,April,2026,973.12,973.12,0.0,0.0,4,973.12,0.0,0.0,0.0,0.0,59.0,730.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,671.0,0.0,0.0,0.0,0.0,0.0
NH149 & at Km.84.000 to Km.86.100 of NH55,May,2026,973.12,973.12,165.17,2.0,5,973.12,0.0,0.0,165.17,0.16973240710292667,89.0,730.0,0.0,0.0,973.12,0.0,165.17,0.0,2.0,0.0,1.0,165.17,0.0,2.0,0.0,98.0,641.0,8.486620355146334,82.585,0.0,-2.0,0.0
NH149 & at Km.84.000 to Km.86.100 of NH55,June,2026,973.12,973.12,238.15,4.2,6,973.12,0.0,0.0,238.15,0.24472829661295628,120.0,730.0,0.0,165.17,973.12,2.0,72.98000000000002,0.0,2.2,0.0,1.0,72.98000000000002,0.0,2.2,0.0,95.8,610.0,5.826864205070387,56.70238095238095,2.0,-0.20000000000000018,0.0
NH717-A on EPC under SARDP-NE A in state of West Bengal Pkg-VA,April,2026,311.02,273.78,6.11,95.6,4,273.78,-37.24000000000001,-0.11973506526911457,6.11,0.022317188983855655,2008.0,912.0,1126.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.400000000000006,30.0,0.023344339941271608,0.06391213389121339,0.0,0.0,1.0
NH717-A on EPC under SARDP-NE A in state of West Bengal Pkg-VA,May,2026,311.02,273.78,6.11,95.72,5,273.78,-37.24000000000001,-0.11973506526911457,6.11,0.022317188983855655,2038.0,912.0,1187.0,6.11,273.78,95.6,0.0,0.0,0.12000000000000455,61.0,1.0,0.0,0.0,0.12000000000000455,61.0,4.280000000000001,61.0,0.02331507415780992,0.06383201002925198,0.0,-0.12000000000000455,0.0
NH717-A on EPC under SARDP-NE A in state of West Bengal Pkg-VA,June,2026,311.02,273.78,6.12,95.98,6,273.78,-37.24000000000001,-0.11973506526911457,6.12,0.02235371466140697,2069.0,912.0,1187.0,6.11,273.78,95.72,0.009999999999999787,0.0,0.2600000000000051,0.0,1.0,0.009999999999999787,0.0,0.2600000000000051,0.0,4.019999999999996,30.0,0.02328997151636484,0.06376328401750364,0.12000000000000455,-0.14000000000000057,1.0
NHAI,April,2026,1909.98,2745.74,1307.33,93.08,4,2745.74,835.7599999999998,0.4375752625681943,1307.33,0.4761302963864022,1186.0,1096.0,151.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.920000000000002,61.0,0.5115280365131094,14.045229909755049,0.0,0.0,1.0
NHAI,May,2026,1909.98,2745.74,1340.44,94.59,5,2745.74,835.7599999999998,0.4375752625681943,1340.44,0.48818897637795283,1216.0,1096.0,181.0,1307.33,2745.74,93.08,33.11000000000013,0.0,1.5100000000000051,30.0,1.0,33.11000000000013,0.0,1.5100000000000051,30.0,5.409999999999997,61.0,0.5161105575409164,14.171054022623956,0.0,-1.5100000000000051,0.0
NHAI,June,2026,1194.57,1757.82,862.83,0.0,6,1757.82,563.25,0.4715085763077928,862.83,0.4908523056968291,1796.0,914.0,851.0,1340.44,2745.74,94.59,-477.61,-987.9199999999998,-94.59,-61.0,1.0,-477.61,-987.9199999999998,-94.59,-61.0,100.0,-31.0,49.085230569682906,86283.0,1.5100000000000051,96.10000000000001,0.0
NHIDCL,April,2026,599.0,599.0,405.02,100.0,4,599.0,0.0,0.0,405.02,0.6761602671118531,3408.0,912.0,2222.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-274.0,0.6761602671118531,4.0502,0.0,0.0,0.0
NHIDCL,May,2026,599.0,599.0,405.1,100.0,5,599.0,0.0,0.0,405.1,0.6762938230383974,3438.0,912.0,2222.0,405.02,599.0,100.0,0.08000000000004093,0.0,0.0,0.0,1.0,0.08000000000004093,0.0,0.0,0.0,0.0,-304.0,0.6762938230383974,4.051,0.0,0.0,1.0
NHIDCL,June,2026,746.76,746.76,426.91,81.07,6,746.76,0.0,0.0,426.91,0.5716830039102255,1673.0,1096.0,760.0,405.1,599.0,100.0,21.810000000000002,147.76,-18.930000000000007,518.0,1.0,21.810000000000002,147.76,-18.930000000000007,518.0,18.930000000000007,183.0,0.7051720783399846,5.26594301221167,0.0,18.930000000000007,0.0
NHO Package-1B,April,2026,241.52,241.52,152.85,96.54,4,241.52,0.0,0.0,152.85,0.6328668433256045,2100.0,700.0,1369.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4599999999999937,-31.0,0.6555488329455195,1.5832815413300185,0.0,0.0,0.0
NHO Package-1B,May,2026,241.52,241.52,152.86,100.0,5,241.52,0.0,0.0,152.86,0.6329082477641603,2130.0,700.0,1369.0,152.85,241.52,96.54,0.010000000000019327,0.0,3.4599999999999937,0.0,1.0,0.010000000000019327,0.0,3.4599999999999937,0.0,0.0,-61.0,0.6329082477641603,1.5286000000000002,0.0,-3.4599999999999937,1.0
NHO Package-1B,June,2026,241.52,241.52,164.85,100.0,6,241.52,0.0,0.0,164.85,0.6825521695925802,2161.0,700.0,1491.0,152.86,241.52,100.0,11.98999999999998,0.0,0.0,122.0,1.0,11.98999999999998,0.0,0.0,122.0,0.0,30.0,0.6825521695925802,1.6484999999999999,3.4599999999999937,3.4599999999999937,1.0
NHO Package-2A,April,2026,232.99,232.99,149.21,96.35,4,232.99,0.0,0.0,149.21,0.6404137516631615,2100.0,700.0,1369.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6500000000000057,-31.0,0.6646743660230011,1.5486248053969902,0.0,0.0,0.0
NHO Package-2A,May,2026,232.99,232.99,150.9,100.0,5,232.99,0.0,0.0,150.9,0.6476672818575905,2130.0,700.0,1369.0,149.21,232.99,96.35,1.6899999999999977,0.0,3.6500000000000057,0.0,1.0,1.6899999999999977,0.0,3.6500000000000057,0.0,0.0,-61.0,0.6476672818575905,1.5090000000000001,0.0,-3.6500000000000057,1.0
NHO Package-2A,June,2026,232.99,232.99,155.44,100.0,6,232.99,0.0,0.0,155.44,0.6671530966994291,2161.0,700.0,1491.0,150.9,232.99,100.0,4.539999999999992,0.0,0.0,122.0,1.0,4.539999999999992,0.0,0.0,122.0,0.0,30.0,0.6671530966994291,1.5544,3.6500000000000057,3.6500000000000057,1.0
NHO-TSP PKG-6,April,2026,504.76,504.76,308.06,95.0,4,504.76,0.0,0.0,308.06,0.6103098502258499,1155.0,731.0,454.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,30.0,0.6424314212903683,3.242736842105263,0.0,0.0,1.0
NHO-TSP PKG-6,May,2026,504.76,504.76,308.08,95.2,5,504.76,0.0,0.0,308.08,0.6103494730168793,1185.0,731.0,485.0,308.06,504.76,95.0,0.01999999999998181,0.0,0.20000000000000284,31.0,1.0,0.01999999999998181,0.0,0.20000000000000284,31.0,4.799999999999997,31.0,0.6411233960261337,3.236134453781512,0.0,-0.20000000000000284,1.0
NHO-TSP PKG-6,June,2026,504.76,504.76,325.89,95.2,6,504.76,0.0,0.0,325.89,0.6456335684285601,1216.0,731.0,577.0,308.08,504.76,95.2,17.810000000000002,0.0,0.0,92.0,1.0,17.810000000000002,0.0,0.0,92.0,4.799999999999997,92.0,0.6781865214585715,3.4232142857142853,0.20000000000000284,0.20000000000000284,1.0
NIT Rourkela,June,2026,198.97,198.97,51.73,47.0,6,198.97,0.0,0.0,51.73,0.2599889430567422,882.0,882.0,0.0,42.55,198.97,43.0,9.18,0.0,4.0,0.0,1.0,9.18,0.0,4.0,0.0,53.0,0.0,0.5531679639505154,1.1006382978723404,1.0,-3.0,0.0
NIT Sikkim,April,2026,685.76,610.76,283.56,34.5,4,610.76,-75.0,-0.10936770881941205,283.56,0.4642740192546991,761.0,1432.0,-427.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.5,244.0,1.3457217949411568,8.219130434782608,0.0,0.0,0.0
NIT Sikkim,May,2026,685.76,610.76,283.56,36.0,5,610.76,-75.0,-0.10936770881941205,283.56,0.4642740192546991,791.0,1432.0,-427.0,283.56,610.76,34.5,0.0,0.0,1.5,0.0,1.0,0.0,0.0,1.5,0.0,64.0,214.0,1.2896500534852753,7.876666666666667,0.0,-1.5,0.0
NIT Sikkim,June,2026,685.76,610.76,283.56,37.6,6,610.76,-75.0,-0.10936770881941205,283.56,0.4642740192546991,822.0,1432.0,-427.0,283.56,610.76,36.0,0.0,0.0,1.6000000000000014,0.0,1.0,0.0,0.0,1.6000000000000014,0.0,62.4,183.0,1.2347713278050507,7.541489361702127,1.5,-0.10000000000000142,0.0
NRL,April,2026,293.5,293.5,81.84,99.0,4,293.5,0.0,0.0,81.84,0.27884156729131176,1096.0,610.0,639.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,153.0,0.2816581487791028,0.8266666666666667,0.0,0.0,1.0
NRL,May,2026,293.5,293.5,81.84,99.0,5,293.5,0.0,0.0,81.84,0.27884156729131176,1126.0,610.0,730.0,81.84,293.5,99.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0,0.0,91.0,1.0,214.0,0.2816581487791028,0.8266666666666667,0.0,0.0,0.0
Nagaland on EPC mode under NHO-NE,April,2026,497.18,497.18,0.0,85.67,4,497.18,0.0,0.0,0.0,0.0,974.0,915.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.329999999999998,-59.0,0.0,0.0,0.0,0.0,0.0
Nagaland on EPC mode under NHO-NE,May,2026,497.18,497.18,0.0,85.67,5,497.18,0.0,0.0,0.0,0.0,1004.0,915.0,0.0,0.0,497.18,85.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.329999999999998,-89.0,0.0,0.0,0.0,0.0,0.0
Nagaland on EPC mode under NHO-NE,June,2026,497.18,497.18,0.0,85.67,6,497.18,0.0,0.0,0.0,0.0,1035.0,915.0,0.0,0.0,497.18,85.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.329999999999998,-120.0,0.0,0.0,0.0,0.0,0.0
Nagaland on EPC mode under NHO-TSP Package-III,April,2026,177.77,199.02,0.0,93.37,4,199.02,21.25,0.11953647972098778,0.0,0.0,1035.0,731.0,365.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6299999999999955,61.0,0.0,0.0,0.0,0.0,0.0
Nagaland on EPC mode under NHO-TSP Package-III,May,2026,177.77,199.02,0.0,93.37,5,199.02,21.25,0.11953647972098778,0.0,0.0,1065.0,731.0,365.0,0.0,199.02,93.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6299999999999955,31.0,0.0,0.0,0.0,0.0,1.0
Nagaland on EPC mode under NHO-TSP Package-III,June,2026,177.77,199.02,0.0,95.62,6,199.02,21.25,0.11953647972098778,0.0,0.0,1096.0,731.0,395.0,0.0,199.02,93.37,0.0,0.0,2.25,30.0,1.0,0.0,0.0,2.25,30.0,4.3799999999999955,30.0,0.0,0.0,0.0,-2.25,1.0
Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length,April,2026,330.8,330.8,0.0,93.04,4,330.8,0.0,0.0,0.0,0.0,882.0,731.0,181.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.959999999999994,30.0,0.0,0.0,0.0,0.0,1.0
Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length,May,2026,330.8,330.8,0.0,93.04,5,330.8,0.0,0.0,0.0,0.0,912.0,731.0,212.0,0.0,330.8,93.04,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,31.0,6.959999999999994,31.0,0.0,0.0,0.0,0.0,1.0
Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length,June,2026,330.8,330.8,0.0,98.39,6,330.8,0.0,0.0,0.0,0.0,943.0,731.0,242.0,0.0,330.8,93.04,0.0,0.0,5.349999999999994,30.0,1.0,0.0,0.0,5.349999999999994,30.0,1.6099999999999994,30.0,0.0,0.0,0.0,-5.349999999999994,0.0
Name POWERGRID BARMER I TRANSMISSION LIMITED],April,2026,2735.0,2735.0,875.2,31.48,4,2735.0,0.0,0.0,875.2,0.32,516.0,730.0,212.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68.52,426.0,1.016518424396442,27.801778907242696,0.0,0.0,0.0
Name POWERGRID BARMER I TRANSMISSION LIMITED],May,2026,2735.0,2735.0,929.9,37.18,5,2735.0,0.0,0.0,929.9,0.33999999999999997,546.0,730.0,212.0,875.2,2735.0,31.48,54.69999999999993,0.0,5.699999999999999,0.0,1.0,54.69999999999993,0.0,5.699999999999999,0.0,62.82,396.0,0.9144701452393759,25.010758472296935,0.0,-5.699999999999999,0.0
Name POWERGRID BARMER I TRANSMISSION LIMITED],June,2026,2735.0,2735.0,1100.29,43.0,6,2735.0,0.0,0.0,1100.29,0.40229981718464347,577.0,730.0,212.0,929.9,2735.0,37.18,170.39,0.0,5.82,0.0,1.0,170.39,0.0,5.82,0.0,57.0,365.0,0.9355809701968453,25.58813953488372,5.699999999999999,-0.120000000000001,0.0
Nanak from Km. 31.300 to Km. 69.100 with Additional batala Bypass Pkg-II,April,2026,1003.38,993.6,590.84,78.99,4,993.6,-9.779999999999973,-0.009747054954254592,590.84,0.594645732689211,1035.0,731.0,638.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.010000000000005,334.0,0.7528114099116483,7.479934168882138,0.0,0.0,0.0
Nanak from Km. 31.300 to Km. 69.100 with Additional batala Bypass Pkg-II,May,2026,1003.38,993.6,599.6,79.39,5,993.6,-9.779999999999973,-0.009747054954254592,599.6,0.6034621578099839,1065.0,731.0,638.0,590.84,993.6,78.99,8.759999999999991,0.0,0.4000000000000057,0.0,1.0,8.759999999999991,0.0,0.4000000000000057,0.0,20.61,304.0,0.7601236400176141,7.552588487215015,0.0,-0.4000000000000057,0.0
Nanak from Km. 31.300 to Km. 69.100 with Additional batala Bypass Pkg-II,June,2026,1003.38,993.6,792.5,80.7,6,993.6,-9.779999999999973,-0.009747054954254592,792.5,0.7976046698872785,1096.0,731.0,638.0,599.6,993.6,79.39,192.89999999999998,0.0,1.3100000000000023,0.0,1.0,192.89999999999998,0.0,1.3100000000000023,0.0,19.299999999999997,273.0,0.9883577074191803,9.820322180916977,0.4000000000000057,-0.9099999999999966,0.0
National Aluminium Company Limited [NALCO],April,2026,4103.0,5677.4,4887.6,94.2,4,5677.4,1574.3999999999996,0.38371922983183027,4887.6,0.8608870257512242,3287.0,2070.0,1278.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.799999999999997,61.0,0.9138928086531042,51.88535031847134,0.0,0.0,0.0
National Aluminium Company Limited [NALCO],May,2026,4103.0,5677.4,4920.25,94.7,5,5677.4,1574.3999999999996,0.38371922983183027,4920.25,0.8666378976291965,3317.0,2070.0,1278.0,4887.6,5677.4,94.2,32.649999999999636,0.0,0.5,0.0,1.0,32.649999999999636,0.0,0.5,0.0,5.299999999999997,31.0,0.9151403354056985,51.95617740232312,0.0,-0.5,0.0
National Aluminium Company Limited [NALCO],June,2026,4103.0,5677.4,4985.07,95.2,6,5677.4,1574.3999999999996,0.38371922983183027,4985.07,0.8780550956423715,3348.0,2070.0,1278.0,4920.25,5677.4,94.7,64.81999999999971,0.0,0.5,0.0,1.0,64.81999999999971,0.0,0.5,0.0,4.799999999999997,0.0,0.9223267811369448,52.3641806722689,0.5,0.0,0.0
National Buildings Construction Corporation [NBCC],April,2026,32850.0,32841.0,13885.72,46.8,4,32841.0,-9.0,-0.000273972602739726,13885.72,0.42281660119971987,2892.0,2771.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.2,-121.0,0.9034542760677775,296.7034188034188,0.0,0.0,0.0
National Buildings Construction Corporation [NBCC],May,2026,32850.0,32841.0,14370.45,46.7,5,32841.0,-9.0,-0.000273972602739726,14370.45,0.43757650497853295,2922.0,2771.0,0.0,13885.72,32841.0,46.8,484.7300000000014,0.0,-0.09999999999999432,0.0,1.0,484.7300000000014,0.0,-0.09999999999999432,0.0,53.3,-151.0,0.9369946573416122,307.7184154175589,0.0,0.09999999999999432,0.0
National Buildings Construction Corporation [NBCC],June,2026,32850.0,32841.0,14370.45,46.7,6,32841.0,-9.0,-0.000273972602739726,14370.45,0.43757650497853295,2953.0,2771.0,0.0,14370.45,32841.0,46.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.3,-182.0,0.9369946573416122,307.7184154175589,-0.09999999999999432,-0.09999999999999432,0.0
National Communication Academy - Finance [Erstwhile NICF],April,2026,248.2,248.2,237.39,98.0,4,248.2,0.0,0.0,237.39,0.9564464141821112,2922.0,671.0,2312.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,61.0,0.9759657287572563,2.42234693877551,0.0,0.0,0.0
National Communication Academy - Finance [Erstwhile NICF],May,2026,248.2,248.2,237.39,98.0,5,248.2,0.0,0.0,237.39,0.9564464141821112,2952.0,671.0,2312.0,237.39,248.2,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,31.0,0.9759657287572563,2.42234693877551,0.0,0.0,0.0
National Communication Academy - Finance [Erstwhile NICF],June,2026,248.2,248.2,237.43,98.0,6,248.2,0.0,0.0,237.43,0.956607574536664,2983.0,671.0,2312.0,237.39,248.2,98.0,0.040000000000020464,0.0,0.0,0.0,1.0,0.040000000000020464,0.0,0.0,0.0,2.0,0.0,0.9761301780986368,2.4227551020408162,0.0,0.0,1.0
National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],April,2026,763.0,763.0,430.0,60.0,4,763.0,0.0,0.0,430.0,0.563564875491481,1582.0,730.0,1613.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,761.0,0.9392747924858018,7.166666666666667,0.0,0.0,0.0
National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],May,2026,763.0,763.0,430.0,60.0,5,763.0,0.0,0.0,430.0,0.563564875491481,1612.0,730.0,1613.0,430.0,763.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,731.0,0.9392747924858018,7.166666666666667,0.0,0.0,0.0
National Highways Authority of India [NHAI],April,2026,1097.81,758.4,316.23,0.0,4,758.4,-339.40999999999997,-0.30917007496743515,316.23,0.4169699367088608,3683.0,365.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,-2588.0,41.69699367088608,31623.0,0.0,0.0,1.0
National Highways Corridor Project GNHCP with the loan assistance of World Bank on,April,2026,251.62,190.02,74.12,55.85,4,190.02,-61.599999999999994,-0.24481360782131784,74.12,0.3900642037680244,882.0,912.0,214.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.15,244.0,0.6984139727269909,1.3271262309758283,0.0,0.0,0.0
National Highways Corridor Project GNHCP with the loan assistance of World Bank on,May,2026,251.62,190.02,75.88,57.63,5,190.02,-61.599999999999994,-0.24481360782131784,75.88,0.3993263866961372,912.0,912.0,214.0,74.12,190.02,55.85,1.759999999999991,0.0,1.7800000000000011,0.0,1.0,1.759999999999991,0.0,1.7800000000000011,0.0,42.37,214.0,0.692914084150854,1.316675342703453,0.0,-1.7800000000000011,0.0
National Highways Corridor Project GNHCP with the loan assistance of World Bank on,June,2026,251.62,190.02,75.89,58.0,6,190.02,-61.599999999999994,-0.24481360782131784,75.89,0.3993790127355015,943.0,912.0,214.0,75.88,190.02,57.63,0.010000000000005116,0.0,0.36999999999999744,0.0,1.0,0.010000000000005116,0.0,0.36999999999999744,0.0,42.0,183.0,0.688584504716382,1.308448275862069,1.7800000000000011,1.4100000000000037,0.0
National Hydroelectric Power Corporation Limited [NHPC],April,2026,938.29,1828.11,1625.93,96.53,4,1828.11,889.8199999999999,0.9483421969753487,1625.93,0.8894049045188748,1704.0,1004.0,579.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.469999999999999,-121.0,0.9213766751464568,16.84377913601989,0.0,0.0,1.0
National Hydroelectric Power Corporation Limited [NHPC],May,2026,938.29,1828.11,1672.37,96.92,5,1828.11,889.8199999999999,0.9483421969753487,1672.37,0.9148081898791648,1734.0,1004.0,914.0,1625.93,1828.11,96.53,46.43999999999983,0.0,0.39000000000000057,335.0,1.0,46.43999999999983,0.0,0.39000000000000057,335.0,3.0799999999999983,184.0,0.943879684151016,17.25515889393314,0.0,-0.39000000000000057,0.0
National Hydroelectric Power Corporation Limited [NHPC],June,2026,938.29,1828.11,1691.2,97.34,6,1828.11,889.8199999999999,0.9483421969753487,1691.2,0.9251084453342524,1765.0,1004.0,914.0,1672.37,1828.11,96.92,18.830000000000155,0.0,0.4200000000000017,0.0,1.0,18.830000000000155,0.0,0.4200000000000017,0.0,2.6599999999999966,153.0,0.9503887870703229,17.37415245531128,0.39000000000000057,-0.030000000000001137,0.0
"National Institute of Technology, Arunachal Pradesh",April,2026,592.61,592.61,551.3,80.0,4,592.61,0.0,0.0,551.3,0.9302914226894584,4779.0,4901.0,-730.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,-608.0,1.162864278361823,6.891249999999999,0.0,0.0,0.0
"National Institute of Technology, Arunachal Pradesh",May,2026,592.61,592.61,551.3,80.0,5,592.61,0.0,0.0,551.3,0.9302914226894584,4809.0,4901.0,-730.0,551.3,592.61,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,-638.0,1.162864278361823,6.891249999999999,0.0,0.0,0.0
"National Institute of Technology, Arunachal Pradesh",June,2026,592.61,592.61,551.3,80.0,6,592.61,0.0,0.0,551.3,0.9302914226894584,4840.0,4901.0,-730.0,551.3,592.61,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,-669.0,1.162864278361823,6.891249999999999,0.0,0.0,0.0
"National Institute of Technology, Meghalaya",April,2026,494.52,429.7,368.98,95.0,4,429.7,-64.82,-0.1310765995308582,368.98,0.8586921107749593,4230.0,2738.0,1675.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,183.0,0.903886432394694,3.8840000000000003,0.0,0.0,0.0
"National Institute of Technology, Meghalaya",May,2026,494.52,429.7,370.98,96.0,5,429.7,-64.82,-0.1310765995308582,370.98,0.8633465208284851,4260.0,2738.0,1675.0,368.98,429.7,95.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,153.0,0.899319292529672,3.8643750000000003,0.0,-1.0,0.0
"National Institute of Technology, Meghalaya",June,2026,494.52,429.7,368.98,96.0,6,429.7,-64.82,-0.1310765995308582,368.98,0.8586921107749593,4291.0,2738.0,1675.0,370.98,429.7,96.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,4.0,122.0,0.894470948723916,3.843541666666667,1.0,1.0,0.0
National Mission for Clean Ganga,April,2026,413.29,413.29,126.67,97.0,4,413.29,0.0,0.0,126.67,0.3064918096252026,1492.0,1068.0,668.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,244.0,0.31597093775794083,1.3058762886597939,0.0,0.0,0.0
National Mission for Clean Ganga,May,2026,413.29,413.29,126.67,97.0,5,413.29,0.0,0.0,126.67,0.3064918096252026,1522.0,1068.0,668.0,126.67,413.29,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,214.0,0.31597093775794083,1.3058762886597939,0.0,0.0,0.0
National Mission for Clean Ganga,June,2026,413.29,413.29,126.67,97.0,6,413.29,0.0,0.0,126.67,0.3064918096252026,1553.0,1068.0,668.0,126.67,413.29,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,183.0,0.31597093775794083,1.3058762886597939,0.0,0.0,0.0
Nayagaon Jageer village],April,2026,1854.68,1854.68,1386.51,93.44,4,1854.68,0.0,0.0,1386.51,0.7475737054370565,1735.0,914.0,912.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.560000000000002,91.0,0.8000574758530142,14.838505993150685,0.0,0.0,0.0
Nayagaon Jageer village],May,2026,1854.68,1854.68,1424.12,95.08,5,1854.68,0.0,0.0,1424.12,0.7678521362175684,1765.0,914.0,912.0,1386.51,1854.68,93.44,37.6099999999999,0.0,1.6400000000000006,0.0,1.0,37.6099999999999,0.0,1.6400000000000006,0.0,4.920000000000002,61.0,0.8075853346840224,14.978123685317627,0.0,-1.6400000000000006,0.0
Nayagaon Jageer village],June,2026,1854.68,1854.68,1495.49,95.52,6,1854.68,0.0,0.0,1495.49,0.806333167985852,1796.0,914.0,912.0,1424.12,1854.68,95.08,71.37000000000012,0.0,0.4399999999999977,0.0,1.0,71.37000000000012,0.0,0.4399999999999977,0.0,4.480000000000004,30.0,0.8441511390136642,15.656302345058627,1.6400000000000006,1.2000000000000028,1.0
New NH-02 in state of Manipur on EPC mode Pkg-5A,April,2026,228.97,228.97,33.76,48.16,4,228.97,0.0,0.0,33.76,0.1474428964493165,424.0,546.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.84,122.0,0.30615219362399604,0.7009966777408638,0.0,0.0,0.0
New NH-02 in state of Manipur on EPC mode Pkg-5A,May,2026,228.97,228.97,33.77,48.16,5,228.97,0.0,0.0,33.77,0.1474865702930515,454.0,546.0,0.0,33.76,228.97,48.16,0.010000000000005116,0.0,0.0,0.0,1.0,0.010000000000005116,0.0,0.0,0.0,51.84,92.0,0.30624287851547244,0.7012043189368772,0.0,0.0,0.0
New NH-02 in state of Manipur on EPC mode Pkg-5A,June,2026,228.97,228.97,114.62,48.31,6,228.97,0.0,0.0,114.62,0.5005895968904224,485.0,546.0,0.0,33.77,228.97,48.16,80.85,0.0,0.15000000000000568,0.0,1.0,80.85,0.0,0.15000000000000568,0.0,51.69,61.0,1.0362028501147222,2.3725936659076794,0.0,-0.15000000000000568,1.0
New NH-516W including six lane flyover and approaches on NH-16 length km 1.050,May,2026,864.2,844.39,305.44,54.11,5,844.39,-19.81000000000006,-0.02292293450590148,305.44,0.3617285851324625,882.0,731.0,90.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.89,-61.0,0.6685059788069904,5.644797634448346,0.0,0.0,0.0
